Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank,Reg_rank,State_rank,Year,Team, Reg_rank, State_rank
Wendell Davis,OLB,Richmond,VA,6'1'',218,74.0,Pittsburgh,,119,,,2018,Pittsburgh,,
Erick Hallett II,CB,Cypress,TX,5'10'',167,73.0,Pittsburgh,,10,,,2018,Pittsburgh,,
Devon Davis,OG,Wyoming,OH,6'3'',329,69.0,Pittsburgh,,,,,2018,Pittsburgh,,
Taysir Mack,WR,Brooklyn,NY,6'2'',200,,Pittsburgh,,,,,2018,Pittsburgh,,
Stefano Millin,OT,Massillon,OH,6'5'',305,,Pittsburgh,,,,,2018,Pittsburgh,,
Ryland Gandy,CB,Buford,GA,6'0'',170,80.0,,,42,,,2022,Pittsburgh,180,41
Ryan Baer,OT,Eastlake,OH,,6'7'',320.0,80,,36,,,2022,Pittsburgh,48,12
Che Nwabuko,ATH,Manor,TX,5'10'',175,78.0,,,142.0,,,2022,Pittsburgh, None, None
Marquan Pope,S,Denton,TX,6'2'',200,77.0,,,52,,,2022,Pittsburgh,163,121
Jordaan Bailey,RB,Tampa,FL,6'1'',180,77.0,,,65,,,2022,Pittsburgh,378,120
Samuel Okunlola,DE,Brockton,MA,6'4'',225,77.0,,,96,,,2022,Pittsburgh,,
Jimmy Scott,DE,Athol Springs,NY,,6'3'',250.0,77,,82,,,2022,Pittsburgh,109,5
Isaiah Montgomery,OT,Virginia Beach,VA,6'5'',280,76.0,,,96,,,2022,Pittsburgh,125,31
Sean Fitzsimmons,DT,Monaca,PA,6'3'',275,76.0,,,87,,,2022,Pittsburgh,,
Addison Copeland,WR,Buffalo,NY,6'2'',185,75.0,,,162,,,2022,Pittsburgh,,
Kyle Louis,S,East Orange,NJ,6'0'',200,74.0,,,,,,2022,Pittsburgh,159,28
Sam Vander Haar,K,Melbourne,AUS,,73,,,,27,,,2022,Pittsburgh,,
Kedon Slovis,QB-PP,Los Angeles,CA,6'2'',200,,TR,Pittsburgh,,,,2022,Pittsburgh,,
Konta Mumfield,WR,Dacula,GA,6'0'',180,,TR,Pittsburgh,,,,2022,Pittsburgh, None, None
Jordan Bass,OLB,Hampton,VA,6'4'',215,81,Pittsburgh,,21,28,6,2023,Pittsburgh,,
Ryan Carretta,OG,Columbus,OH,6'5'',320,78,Pittsburgh,,44,,,2023,Pittsburgh,,
Isaiah Neal,DT,Baltimore,MD,6'3'',265,77,Pittsburgh,,53,,,2023,Pittsburgh,,
